x_center,y_center,z_center,i,j,k,Density,Cut,Mo,As,Recu,Dure,Cate,Cate_3,Cate_2,Cate_1,Cate_0,Cate_9999
3070,3530,2768,8,12,52,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2786,8,12,53,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2804,8,12,54,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2822,8,12,55,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2840,8,12,56,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2858,8,12,57,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2876,8,12,58,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2894,8,12,59,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2912,8,12,60,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2930,8,12,61,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2948,8,12,62,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2966,8,12,63,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,2984,8,12,64,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3530,3002,8,12,65,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,1832,8,13,0,2.65,0,0,0,89.52,13.56,2,0,100,0,0,0
3070,3550,1850,8,13,1,2.65,0.52,0.12,0.83,89.52,13.56,2,0,100,0,0,0
3070,3550,1868,8,13,2,2.65,0.45,0.12,1.19,89.52,13.56,2,0,100,0,0,0
3070,3550,1886,8,13,3,2.65,0.54,0.15,1.43,89.52,13.56,2,0,100,0,0,0
3070,3550,1904,8,13,4,2.71,0.54,0.12,1.62,89.52,13.56,2,0,100,0,0,0
3070,3550,1922,8,13,5,2.71,0.62,0.19,1.65,89.09,12.72,2,0,100,0,0,0
3070,3550,1940,8,13,6,2.71,0.75,0.12,0.84,89.77,12.77,2,0,100,0,0,0
3070,3550,1958,8,13,7,2.71,0.85,0.26,0.99,89.77,12.77,1,0,0,100,0,0
3070,3550,1976,8,13,8,2.7,1.01,0.14,2.67,90.14,13.29,1,0,0,100,0,0
3070,3550,1994,8,13,9,2.7,1.17,0.21,1.99,90.14,13.29,1,0,0,100,0,0
3070,3550,2012,8,13,10,2.7,1.09,0.13,1.16,90.14,13.29,1,0,0,100,0,0
3070,3550,2030,8,13,11,2.71,1.04,0.2,0.66,89.77,12.77,1,0,0,100,0,0
3070,3550,2048,8,13,12,2.71,0.97,0.18,0.33,89.77,12.77,1,0,0,100,0,0
3070,3550,2066,8,13,13,2.71,0.99,0.17,0.3,89.77,12.77,1,0,0,100,0,0
3070,3550,2084,8,13,14,2.7,1.27,0.14,0.46,89.77,12.77,1,0,0,100,0,0
3070,3550,2102,8,13,15,2.7,1.3,0.16,0.57,89.28,13.09,1,0,0,100,0,0
3070,3550,2120,8,13,16,2.64,1.18,0.11,0.67,89.28,13.09,1,0,0,100,0,0
3070,3550,2138,8,13,17,2.64,1.3,0.11,0.92,89.28,13.09,1,0,0,100,0,0
3070,3550,2156,8,13,18,2.64,1.75,0.1,1.02,89.28,13.09,1,0,0,100,0,0
3070,3550,2174,8,13,19,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3550,2192,8,13,20,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3550,2210,8,13,21,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2228,8,13,22,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2246,8,13,23,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2264,8,13,24,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2282,8,13,25,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2300,8,13,26,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2318,8,13,27,2.6,0,0,0,90.14,13.29,9999,0,0,0,0,100
3070,3550,2336,8,13,28,2.6,0,0,0,70.11,10.34,9999,0,0,0,0,100
3070,3550,2354,8,13,29,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2372,8,13,30,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2390,8,13,31,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2408,8,13,32,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2426,8,13,33,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2444,8,13,34,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2462,8,13,35,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2480,8,13,36,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2498,8,13,37,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2516,8,13,38,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2534,8,13,39,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2552,8,13,40,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2570,8,13,41,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2588,8,13,42,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2606,8,13,43,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2624,8,13,44,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2642,8,13,45,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2660,8,13,46,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2678,8,13,47,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2696,8,13,48,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2714,8,13,49,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2732,8,13,50,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2750,8,13,51,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2768,8,13,52,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2786,8,13,53,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2804,8,13,54,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2822,8,13,55,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2840,8,13,56,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2858,8,13,57,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2876,8,13,58,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2894,8,13,59,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2912,8,13,60,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2930,8,13,61,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2948,8,13,62,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2966,8,13,63,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,2984,8,13,64,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3550,3002,8,13,65,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,1832,8,14,0,2.71,0,0,0,89.09,12.72,2,0,100,0,0,0
3070,3570,1850,8,14,1,2.71,0.64,0.16,1.13,89.09,12.72,2,0,100,0,0,0
3070,3570,1868,8,14,2,2.71,0.68,0.14,1.12,89.09,12.72,2,0,100,0,0,0
3070,3570,1886,8,14,3,2.71,0.7,0.21,1.32,89.09,12.72,2,0,100,0,0,0
3070,3570,1904,8,14,4,2.71,0.73,0.13,1.56,89.09,12.72,2,0,100,0,0,0
3070,3570,1922,8,14,5,2.71,0.79,0.23,1.62,89.09,12.72,2,0,100,0,0,0
3070,3570,1940,8,14,6,2.7,0.76,0.14,0.84,89.28,13.09,2,0,100,0,0,0
3070,3570,1958,8,14,7,2.7,0.94,0.17,0.94,89.28,13.09,2,0,100,0,0,0
3070,3570,1976,8,14,8,2.7,1.17,0.14,2.63,89.28,13.09,1,0,0,100,0,0
3070,3570,1994,8,14,9,2.7,1.56,0.22,1.76,89.28,13.09,1,0,0,100,0,0
3070,3570,2012,8,14,10,2.7,1.24,0.12,1.1,89.28,13.09,1,0,0,100,0,0
3070,3570,2030,8,14,11,2.71,1.32,0.18,0.73,89.28,13.09,1,0,0,100,0,0
3070,3570,2048,8,14,12,2.7,1.43,0.15,0.37,90.14,13.29,1,0,0,100,0,0
3070,3570,2066,8,14,13,2.7,1.35,0.15,0.3,90.14,13.29,1,0,0,100,0,0
3070,3570,2084,8,14,14,2.7,1.59,0.12,0.63,89.28,13.09,1,0,0,100,0,0
3070,3570,2102,8,14,15,2.7,1.28,0.13,0.62,89.28,13.09,1,0,0,100,0,0
3070,3570,2120,8,14,16,2.64,1.17,0.09,0.89,89.28,13.09,1,0,0,100,0,0
3070,3570,2138,8,14,17,2.64,1.5,0.1,1.33,89.28,13.09,1,0,0,100,0,0
3070,3570,2156,8,14,18,2.64,1.7,0.12,1.13,89.28,13.09,1,0,0,100,0,0
3070,3570,2174,8,14,19,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2192,8,14,20,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2210,8,14,21,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2228,8,14,22,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2246,8,14,23,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2264,8,14,24,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2282,8,14,25,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2300,8,14,26,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3570,2318,8,14,27,2.6,0,0,0,89.42,13.12,9999,0,0,0,0,100
3070,3570,2336,8,14,28,2.6,0,0,0,70.11,10.34,9999,0,0,0,0,100
3070,3570,2354,8,14,29,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2372,8,14,30,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2390,8,14,31,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2408,8,14,32,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2426,8,14,33,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2444,8,14,34,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2462,8,14,35,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2480,8,14,36,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2498,8,14,37,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2516,8,14,38,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2534,8,14,39,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2552,8,14,40,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2570,8,14,41,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2588,8,14,42,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2606,8,14,43,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2624,8,14,44,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2642,8,14,45,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2660,8,14,46,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2678,8,14,47,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2696,8,14,48,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2714,8,14,49,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2732,8,14,50,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2750,8,14,51,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2768,8,14,52,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2786,8,14,53,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2804,8,14,54,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2822,8,14,55,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2840,8,14,56,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2858,8,14,57,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2876,8,14,58,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2894,8,14,59,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2912,8,14,60,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2930,8,14,61,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2948,8,14,62,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2966,8,14,63,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,2984,8,14,64,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3570,3002,8,14,65,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,1832,8,15,0,2.71,0,0,0,89.34,12.6,1,0,0,100,0,0
3070,3590,1850,8,15,1,2.71,0.67,0.11,0.97,89.34,12.6,1,0,0,100,0,0
3070,3590,1868,8,15,2,2.71,0.71,0.14,0.93,89.34,12.6,1,0,0,100,0,0
3070,3590,1886,8,15,3,2.71,0.85,0.23,1.26,89.34,12.6,1,0,0,100,0,0
3070,3590,1904,8,15,4,2.71,1.03,0.12,1.36,89.34,12.6,1,0,0,100,0,0
3070,3590,1922,8,15,5,2.7,0.95,0.21,1.33,89.34,12.6,1,0,0,100,0,0
3070,3590,1940,8,15,6,2.7,0.93,0.22,1.16,89.28,13.09,1,0,0,100,0,0
3070,3590,1958,8,15,7,2.7,1.2,0.17,0.83,89.28,13.09,1,0,0,100,0,0
3070,3590,1976,8,15,8,2.7,1.24,0.17,2.02,89.28,13.09,1,0,0,100,0,0
3070,3590,1994,8,15,9,2.7,1.64,0.13,1.43,89.28,13.09,1,0,0,100,0,0
3070,3590,2012,8,15,10,2.7,1.18,0.12,0.82,89.28,13.09,1,0,0,100,0,0
3070,3590,2030,8,15,11,2.7,1.7,0.16,0.73,89.28,13.09,1,0,0,100,0,0
3070,3590,2048,8,15,12,2.7,1.75,0.11,0.69,89.28,13.09,1,0,0,100,0,0
3070,3590,2066,8,15,13,2.7,1.67,0.12,0.49,89.28,13.09,1,0,0,100,0,0
3070,3590,2084,8,15,14,2.7,1.84,0.1,0.64,89.28,13.09,1,0,0,100,0,0
3070,3590,2102,8,15,15,2.7,1.45,0.11,0.69,89.28,13.09,1,0,0,100,0,0
3070,3590,2120,8,15,16,2.64,1.29,0.1,0.96,89.28,13.09,1,0,0,100,0,0
3070,3590,2138,8,15,17,2.64,1.61,0.1,1.5,89.28,13.09,1,0,0,100,0,0
3070,3590,2156,8,15,18,2.64,1.55,0.08,1.03,89.28,13.09,1,0,0,100,0,0
3070,3590,2174,8,15,19,2.64,1.69,0.06,1.65,89.28,13.09,1,0,0,100,0,0
3070,3590,2192,8,15,20,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3590,2210,8,15,21,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3590,2228,8,15,22,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3590,2246,8,15,23,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3590,2264,8,15,24,2.6,0,0,0,89.32,13.04,9999,0,0,0,0,100
3070,3590,2282,8,15,25,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3590,2300,8,15,26,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3590,2318,8,15,27,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3590,2336,8,15,28,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2354,8,15,29,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2372,8,15,30,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2390,8,15,31,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2408,8,15,32,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2426,8,15,33,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2444,8,15,34,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2462,8,15,35,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2480,8,15,36,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2498,8,15,37,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2516,8,15,38,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2534,8,15,39,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2552,8,15,40,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2570,8,15,41,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2588,8,15,42,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2606,8,15,43,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2624,8,15,44,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2642,8,15,45,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2660,8,15,46,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2678,8,15,47,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2696,8,15,48,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2714,8,15,49,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2732,8,15,50,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2750,8,15,51,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2768,8,15,52,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2786,8,15,53,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2804,8,15,54,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2822,8,15,55,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2840,8,15,56,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2858,8,15,57,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2876,8,15,58,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2894,8,15,59,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2912,8,15,60,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2930,8,15,61,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2948,8,15,62,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2966,8,15,63,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,2984,8,15,64,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3590,3002,8,15,65,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,1832,8,16,0,2.7,0,0,0,89.34,12.6,1,0,0,100,0,0
3070,3610,1850,8,16,1,2.7,0.85,0.16,1,89.34,12.6,1,0,0,100,0,0
3070,3610,1868,8,16,2,2.7,0.96,0.14,0.9,89.28,13.09,2,0,100,0,0,0
3070,3610,1886,8,16,3,2.7,1.15,0.22,1.39,89.28,13.09,2,0,100,0,0,0
3070,3610,1904,8,16,4,2.7,1.23,0.22,1.09,89.28,13.09,2,0,100,0,0,0
3070,3610,1922,8,16,5,2.7,1.17,0.19,1.57,89.28,13.09,1,0,0,100,0,0
3070,3610,1940,8,16,6,2.7,1.1,0.19,1.32,89.28,13.09,1,0,0,100,0,0
3070,3610,1958,8,16,7,2.7,1.4,0.18,0.93,89.28,13.09,1,0,0,100,0,0
3070,3610,1976,8,16,8,2.7,1.02,0.16,2.19,89.28,13.09,1,0,0,100,0,0
3070,3610,1994,8,16,9,2.7,1.58,0.13,1.53,89.28,13.09,1,0,0,100,0,0
3070,3610,2012,8,16,10,2.7,1.27,0.1,1.06,89.28,13.09,1,0,0,100,0,0
3070,3610,2030,8,16,11,2.7,1.94,0.13,0.82,89.28,13.09,1,0,0,100,0,0
3070,3610,2048,8,16,12,2.7,1.7,0.09,1.26,89.28,13.09,1,0,0,100,0,0
3070,3610,2066,8,16,13,2.7,1.59,0.09,0.92,89.28,13.09,1,0,0,100,0,0
3070,3610,2084,8,16,14,2.7,1.95,0.08,0.6,89.28,13.09,1,0,0,100,0,0
3070,3610,2102,8,16,15,2.7,1.44,0.09,0.67,89.28,13.09,1,0,0,100,0,0
3070,3610,2120,8,16,16,2.64,1.47,0.08,1.04,89.28,13.09,1,0,0,100,0,0
3070,3610,2138,8,16,17,2.64,1.65,0.09,1.54,89.28,13.09,1,0,0,100,0,0
3070,3610,2156,8,16,18,2.64,1.53,0.09,1.19,89.28,13.09,1,0,0,100,0,0
3070,3610,2174,8,16,19,2.64,1.61,0.06,1.46,89.28,13.09,1,0,0,100,0,0
3070,3610,2192,8,16,20,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3610,2210,8,16,21,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3610,2228,8,16,22,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3610,2246,8,16,23,2.6,0,0,0,89.28,13.09,9999,0,0,0,0,100
3070,3610,2264,8,16,24,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3610,2282,8,16,25,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3610,2300,8,16,26,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3610,2318,8,16,27,2.6,0,0,0,90.03,12.15,9999,0,0,0,0,100
3070,3610,2336,8,16,28,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2354,8,16,29,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2372,8,16,30,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2390,8,16,31,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2408,8,16,32,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2426,8,16,33,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2444,8,16,34,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2462,8,16,35,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2480,8,16,36,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2498,8,16,37,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2516,8,16,38,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2534,8,16,39,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2552,8,16,40,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2570,8,16,41,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2588,8,16,42,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2606,8,16,43,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2624,8,16,44,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2642,8,16,45,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2660,8,16,46,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2678,8,16,47,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2696,8,16,48,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2714,8,16,49,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2732,8,16,50,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2750,8,16,51,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2768,8,16,52,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2786,8,16,53,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2804,8,16,54,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2822,8,16,55,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2840,8,16,56,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2858,8,16,57,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2876,8,16,58,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2894,8,16,59,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2912,8,16,60,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2930,8,16,61,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2948,8,16,62,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2966,8,16,63,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,2984,8,16,64,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3610,3002,8,16,65,2.6,0,0,0,70.11,-1,9999,0,0,0,0,100
3070,3630,1832,8,17,0,2.7,0,0,0,89.28,13.09,2,0,100,0,0,0
3070,3630,1850,8,17,1,2.7,1.24,0.11,1.23,89.28,13.09,2,0,100,0,0,0
3070,3630,1868,8,17,2,2.7,1.29,0.13,1.07,89.28,13.09,2,0,100,0,0,0
3070,3630,1886,8,17,3,2.7,1.43,0.16,1.67,89.28,13.09,2,0,100,0,0,0
3070,3630,1904,8,17,4,2.7,1.44,0.15,1.46,89.28,13.09,2,0,100,0,0,0
3070,3630,1922,8,17,5,2.7,1.19,0.13,2.29,89.28,13.09,2,0,100,0,0,0
3070,3630,1940,8,17,6,2.7,1.17,0.11,1.37,89.28,13.09,1,0,0,100,0,0
3070,3630,1958,8,17,7,2.7,1.42,0.11,1.09,89.28,13.09,1,0,0,100,0,0
3070,3630,1976,8,17,8,2.7,1.08,0.11,2.35,89.28,13.09,1,0,0,100,0,0
3070,3630,1994,8,17,9,2.7,1.27,0.13,1.72,89.28,13.09,1,0,0,100,0,0
3070,3630,2012,8,17,10,2.7,1.29,0.1,1.23,89.28,13.09,1,0,0,100,0,0
3070,3630,2030,8,17,11,2.7,2.1,0.09,1.34,89.28,13.09,1,0,0,100,0,0
3070,3630,2048,8,17,12,2.7,1.96,0.06,1.85,89.28,13.09,1,0,0,100,0,0
3070,3630,2066,8,17,13,2.7,1.7,0.08,1.12,89.28,13.09,1,0,0,100,0,0
3070,3630,2084,8,17,14,2.7,1.98,0.07,0.89,89.28,13.09,1,0,0,100,0,0
3070,3630,2102,8,17,15,2.7,1.48,0.08,0.77,89.28,13.09,1,0,0,100,0,0
3070,3630,2120,8,17,16,2.64,1.53,0.07,1.43,89.28,13.09,1,0,0,100,0,0
3070,3630,2138,8,17,17,2.64,1.76,0.08,1.42,89.28,13.09,1,0,0,100,0,0
